Base,Dirección,Colonia,m2,Clasif.,Antigüedad,Clasif.,Elev,Est,Rec,Bañ,"Interior 
Exteriror",Balcón,Roof privado/ Patio interior,m2 Roof privado/ Patio interior,Amenidades,Bodega,Cuarto de servicio,Jaula de tendido,Seguridad,Costo Mantenimiento,Precio de venta,Sin Estacionamiento,$/m2,$/m2 (-5%),$/m2 sin est,Link
Tecnocasa,"Ignacio Comonfort, Iztapalapa",Escuadron 201,70,2,30,6,,1,2,1,Interior,,,,,,,,,,"$1,000,000","$877,179","$14,286","$13,571","$12,531",https://tecnocasa.mx/detalle-inmueble.php?v=23377
Tecnocasa,"Lago Superior, Miguel Hidalgo",Tacuba,45,1,20,5,,,1,1,Interior,,Comunitario,,,,,,,,"$1,000,000","$877,179","$22,222","$21,111","$19,493",https://tecnocasa.mx/detalle-inmueble.php?v=29119
Tecnocasa,"Santa Cecilia, Coyoacan",Cafetales,60,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,050,000","$927,179","$17,500","$16,625","$15,453",https://tecnocasa.mx/detalle-inmueble.php?v=26127
Tecnocasa,"Unidad Habitacional Xochinahuac, Azcapotzalco",San alvaro,60,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,050,000","$927,179","$17,500","$16,625","$15,453",https://tecnocasa.mx/detalle-inmueble.php?v=28176
Tecnocasa,"Francisco Sanchez, Azcapotzalco",Petrolera,60,1,10,3,,1,3,2,Interior,,,,,,,,,,"$1,075,000","$952,179","$17,917","$17,021","$15,870",https://tecnocasa.mx/detalle-inmueble.php?v=27184
Tecnocasa,"Calle 11, Alvaro Obregon",Alfalfar,55,1,30,6,,1,1,1,Interior,,,,,,,,,,"$1,100,000","$977,179","$20,000","$19,000","$17,767",https://tecnocasa.mx/detalle-inmueble.php?v=25039
Tecnocasa,"Acueducto, Xochimilco","Pblo. Stgo.Tepalcatlalpan, U. H. Rinconada Del Sur",55,1,30,6,,1,2,1,Interior,,,,,,,,,,"$1,100,000","$977,179","$20,000","$19,000","$17,767",https://tecnocasa.mx/detalle-inmueble.php?v=29223
Tecnocasa,"Rosario Castellanos, Coyoacan",Culhuacan CTM Seccion IX-A,55,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,150,000","$1,027,179","$20,909","$19,864","$18,676",https://tecnocasa.mx/detalle-inmueble.php?v=29124
Tecnocasa,"1Er And Candelaria Perez, Tlalpan",Granjas Coapa,50,1,30,6,,,2,1,Exterior,,,,,,,,,,"$1,150,000","$1,027,179","$23,000","$21,850","$20,544",https://tecnocasa.mx/detalle-inmueble.php?v=22414
Tecnocasa,"Corregidora, Tlalpan",Miguel Hidalgo 2A Seccion,55,1,30,6,,,2,1,Interior,,,,,,,,,,"$1,150,000","$1,027,179","$20,909","$19,864","$18,676",https://tecnocasa.mx/detalle-inmueble.php?v=29122
Tecnocasa,"Rafael Alducin, Azcapotzalco",Petrolera,70,2,20,5,,,2,1,Exterior,,,,,,,,,,"$1,150,000","$1,027,179","$16,429","$15,607","$14,674",https://tecnocasa.mx/detalle-inmueble.php?v=28688
Tecnocasa,"Wake, Azcapotzalco",Sindicato Mexicano De Electricistas,47,1,15,4,,,2,1,Exterior,,,,,,,,,,"$1,150,000","$1,027,179","$24,468","$23,245","$21,855",https://tecnocasa.mx/detalle-inmueble.php?v=28140
Tecnocasa,"Est. Candelaria Perez, Coyoacan",Culhuacan CTM Seccion IX-B,55,1,30,6,,1,2,1,,,,,,,,,,,"$1,180,000","$1,057,179","$21,455","$20,382","$19,221",https://tecnocasa.mx/detalle-inmueble.php?v=28498
Tecnocasa,"Martires De La Conquista, Miguel Hidalgo",Escandon I Seccion,33,0,30,6,,,1,1,Interior,,,,,,,,,,"$1,190,000","$1,067,179","$36,061","$34,258","$32,339",https://tecnocasa.mx/detalle-inmueble.php?v=26757
Tecnocasa,"Cipres, Cuauhtemoc",Santa Maria La Ribera,65,1,20,5,,,2,1,Interior,,,,,,,,,,"$1,190,000","$1,067,179","$18,308","$17,392","$16,418",https://tecnocasa.mx/detalle-inmueble.php?v=28852
Tecnocasa,"Carlota Armero, Coyoacan",Culhuacan CTM Seccion VI,60,1,30,6,,1,3,1,,,,,,,,,,,"$1,200,000","$1,077,179","$20,000","$19,000","$17,953",https://tecnocasa.mx/detalle-inmueble.php?v=26301
Tecnocasa,"Plutarco Elias Calles, Iztapalapa",Escuadron 201,58,1,30,6,,1,2,1,Interior,,,,,,,,,,"$1,200,000","$1,077,179","$20,690","$19,655","$18,572",https://tecnocasa.mx/detalle-inmueble.php?v=28326
Tecnocasa,"Cda. La Viga, Cuauhtemoc",Esperanza,47,1,10,3,,,2,1,Interior,,,,,,,,,,"$1,200,000","$1,077,179","$25,532","$24,255","$22,919",https://tecnocasa.mx/detalle-inmueble.php?v=29110
Tecnocasa,"Eje Central, Benito Juarez",Narvarte Oriente,48,1,30,6,,,2,1,Exterior,,,,,,,,,,"$1,200,000","$1,077,179","$25,000","$23,750","$22,441",https://tecnocasa.mx/detalle-inmueble.php?v=27572
Tecnocasa,"Eligio Ancona, Cuauhtemoc",Santa Maria La Ribera,72,2,20,5,,,2,1,Interior,,,,,,,,,,"$1,200,000","$1,077,179","$16,667","$15,833","$14,961",https://tecnocasa.mx/detalle-inmueble.php?v=20743
Tecnocasa,"Sol, Cuauhtemoc",Santa Maria La Ribera,75,2,30,6,,1,3,1,Interior,,,,,,,,,,"$1,200,000","$1,077,179","$16,000","$15,200","$14,362",https://tecnocasa.mx/detalle-inmueble.php?v=27866
Tecnocasa,"Santiago, Iztacalco",Santiago,39,0,,1,,,1,1,Exterior,,,,,,,,,,"$1,212,750","$1,089,929","$31,096","$29,541","$27,947",https://tecnocasa.mx/detalle-inmueble.php?v=26662
Tecnocasa,"Lago Chalco, Miguel Hidalgo",Anahuac I Seccion,51,1,15,4,,,1,1,Interior,,,,,,,,,,"$1,250,000","$1,127,179","$24,510","$23,284","$22,102",https://tecnocasa.mx/detalle-inmueble.php?v=28856
Tecnocasa,"Av. Los Apaches, Coyoacan",Culhuacan CTM Seccion V,58,1,30,6,,1,3,1,Exterior,Sí,,,,,,,,,"$1,250,000","$1,127,179","$21,552","$20,474","$19,434",https://tecnocasa.mx/detalle-inmueble.php?v=28272
Tecnocasa,"Mercedes Abrego, Coyoacan",Culhuacan CTM Seccion VI,52,1,30,6,,,2,1,Exterior,,,,,,,,,,"$1,250,000","$1,127,179","$24,038","$22,837","$21,677",https://tecnocasa.mx/detalle-inmueble.php?v=22937
Tecnocasa,"Av 5, Iztapalapa",Escuadron 201,59,1,30,6,,,2,1,Exterior,,,,,,,,,,"$1,250,000","$1,127,179","$21,186","$20,127","$19,105",https://tecnocasa.mx/detalle-inmueble.php?v=27765
Tecnocasa,"Calle Norte, Iztacalco",Granjas Mexico,60,1,30,6,,1,2,1,,,,,,,,,,,"$1,250,000","$1,127,179","$20,833","$19,792","$18,786",https://tecnocasa.mx/detalle-inmueble.php?v=27668
Tecnocasa,"Tuxpango, Gustavo A. Madero",Industrial,60,1,30,6,,,2,1,Interior,,,,,,,,,,"$1,250,000","$1,127,179","$20,833","$19,792","$18,786",https://tecnocasa.mx/detalle-inmueble.php?v=23893
Tecnocasa,"Av. Luis Hidalgo Monroy, Iztapalapa",Los Cipreses,77,2,20,5,,1,2,1,Exterior,,,,,,,,,,"$1,250,000","$1,127,179","$16,234","$15,422","$14,639",https://tecnocasa.mx/detalle-inmueble.php?v=29047
Tecnocasa,"Aldana, Azcapotzalco",Tlatilco,56,1,10,3,,,2,1,Exterior,,,,,,,,,,"$1,250,000","$1,127,179","$22,321","$21,205","$20,128",https://tecnocasa.mx/detalle-inmueble.php?v=23064
Tecnocasa,"Boleo, Gustavo A. Madero",Vallejo,50,1,15,4,Sí,1,2,1,Interior,,,,,,,,,,"$1,250,000","$1,127,179","$25,000","$23,750","$22,544",https://tecnocasa.mx/detalle-inmueble.php?v=28240
Tecnocasa,"Conchita Urquiza, Coyoacan",Culhuacan CTM Seccion IX-A,55,1,30,6,,,2,1,Exterior,,,,,,,,,,"$1,260,000","$1,137,179","$22,909","$21,764","$20,676",https://tecnocasa.mx/detalle-inmueble.php?v=26910
Tecnocasa,"Felipe Carrillo Puerto, Miguel Hidalgo",Popotla,56,1,15,4,,,2,1,Interior,,,,,,,,,,"$1,270,000","$1,147,179","$22,679","$21,545","$20,485",https://tecnocasa.mx/detalle-inmueble.php?v=27202
Tecnocasa,"Matlacoatl, Azcapotzalco",San Marcos,66,2,20,5,,2,3,1,Interior,,,,,,,,,,"$1,270,000","$1,147,179","$19,242","$18,280","$17,381",https://tecnocasa.mx/detalle-inmueble.php?v=26561
Tecnocasa,"Mar De Houdson, Miguel Hidalgo",Popotla,50,1,30,6,,,1,1,Interior,,,,,,,,,,"$1,290,000","$1,167,179","$25,800","$24,510","$23,344",https://tecnocasa.mx/detalle-inmueble.php?v=26136
Tecnocasa,"Dr. J. Barragan, Cuauhtemoc",Doctores,53,1,30,6,,,2,1,Exterior,Sí,,,,,,,,,"$1,300,000","$1,177,179","$24,528","$23,302","$22,211",https://tecnocasa.mx/detalle-inmueble.php?v=21206
Tecnocasa,"Ramos Millan, Benito Juarez",Niños Heroes,60,1,10,3,,,2,1,Exterior,,,,,,,,,,"$1,300,000","$1,177,179","$21,667","$20,583","$19,620",https://tecnocasa.mx/detalle-inmueble.php?v=27129
Tecnocasa,"Acueducto, Xochimilco","Pblo. Stgo.Tepalcatlalpan, U. H. Rinconada Del Sur",69,2,30,6,,1,3,1,Exterior,,,,,,,,,,"$1,300,000","$1,177,179","$18,841","$17,899","$17,061",https://tecnocasa.mx/detalle-inmueble.php?v=28832
Tecnocasa,"Leon Cavallo, Gustavo A. Madero",Vallejo,52,1,30,6,,1,2,1,Interior,,,,,,,,,,"$1,300,000","$1,177,179","$25,000","$23,750","$22,638",https://tecnocasa.mx/detalle-inmueble.php?v=26137
Tecnocasa,"Paseo De Las Galias, Iztapalapa",Lomas Estrella,75,2,20,5,,1,2,1,Exterior,,,,,,,,,,"$1,320,000","$1,197,179","$17,600","$16,720","$15,962",https://tecnocasa.mx/detalle-inmueble.php?v=29211
Tecnocasa,"Fernando Montes De Oca, Benito Juarez",Americas Unidas,80,2,30,6,,,2,1,Exterior,,,,,,,,,,"$1,350,000","$1,227,179","$16,875","$16,031","$15,340",https://tecnocasa.mx/detalle-inmueble.php?v=26723
Tecnocasa,"7 Andador La Virgen, Coyoacan",Culhuacan CTM Seccion VI,60,1,30,6,,1,3,1,Interior,,,,,,,,,,"$1,350,000","$1,227,179","$22,500","$21,375","$20,453",https://tecnocasa.mx/detalle-inmueble.php?v=25918
Tecnocasa,"Nicolas Leon, Venustiano Carranza",Jardin Balbuena,50,1,30,6,,,2,1,Exterior,,,,,,,,,,"$1,350,000","$1,227,179","$27,000","$25,650","$24,544",https://tecnocasa.mx/detalle-inmueble.php?v=27145
Tecnocasa,"Presidentes, Benito Juarez",Portales Norte,31,0,30,6,,,1,1,Exterior,,,,,,,,,,"$1,350,000","$1,227,179","$43,548","$41,371","$39,586",https://tecnocasa.mx/detalle-inmueble.php?v=27010
Tecnocasa,"Tilantongo, Coyoacan",Culhuacan CTM Seccion V,60,1,30,6,,,3,1,Interior,,,,,,,,,,"$1,360,000","$1,237,179","$22,667","$21,533","$20,620",https://tecnocasa.mx/detalle-inmueble.php?v=26683
Tecnocasa,"Nubia, Azcapotzalco",Del Recreo,56,1,30,6,,,2,1,Interior,,,,,,,,,,"$1,360,000","$1,237,179","$24,286","$23,071","$22,092",https://tecnocasa.mx/detalle-inmueble.php?v=28334
Tecnocasa,"Santiago, Iztacalco",Santiago,50,1,5,2,,,2,1,Exterior,,Comunitario,,,,,,,,"$1,370,250","$1,247,429","$27,405","$26,035","$24,949",https://tecnocasa.mx/detalle-inmueble.php?v=26660
Tecnocasa,"Miguel Lerdo De Tejada, Azcapotzalco",San alvaro,48,1,,1,,1,2,1,,,,,,,,,,,"$1,380,000","$1,257,179","$28,750","$27,313","$26,191",https://tecnocasa.mx/detalle-inmueble.php?v=28355
Tecnocasa,"Dr. J. Navarro, Cuauhtemoc",Doctores,53,1,30,6,,,2,1,Interior,,,,,,,,,,"$1,390,000","$1,267,179","$26,226","$24,915","$23,909",https://tecnocasa.mx/detalle-inmueble.php?v=22561
Tecnocasa,"Manuel Othon, Cuauhtemoc",Vista Alegre,50,1,10,3,,,2,1,Interior,,Comunitario,,,,,,,,"$1,390,000","$1,267,179","$27,800","$26,410","$25,344",https://tecnocasa.mx/detalle-inmueble.php?v=26846
Tecnocasa,"Sur 67A, Cuauhtemoc",Asturias,65,1,10,3,,1,2,1,Interior,,,,,,,,,,"$1,400,000","$1,277,179","$21,538","$20,462","$19,649",https://tecnocasa.mx/detalle-inmueble.php?v=13628
Tecnocasa,"Calle 1 Santo Tomas, Coyoacan",Cafetales,80,2,30,6,,2,2,1,Exterior,,,,,,,,,,"$1,400,000","$1,277,179","$17,500","$16,625","$15,965",https://tecnocasa.mx/detalle-inmueble.php?v=25788
Tecnocasa,"Andador Copan, Coyoacan",Culhuacan CTM Seccion V,64,1,30,6,,,4,2,Exterior,,,,,,,,,,"$1,400,000","$1,277,179","$21,875","$20,781","$19,956",https://tecnocasa.mx/detalle-inmueble.php?v=27136
Tecnocasa,"Anaxagoras, Benito Juarez",Piedad Narvarte,42,1,30,6,,,1,1,Interior,,,,,,,,,,"$1,400,000","$1,277,179","$33,333","$31,667","$30,409",https://tecnocasa.mx/detalle-inmueble.php?v=28881
Tecnocasa,"Saratoga, Benito Juarez",Portales Sur,34,0,30,6,,,1,1,Exterior,,,,,,,,,,"$1,400,000","$1,277,179","$41,176","$39,118","$37,564",https://tecnocasa.mx/detalle-inmueble.php?v=28134
Tecnocasa,"Calle 6 De Marzo, Venustiano Carranza",Romero Rubio,47,1,10,3,,,2,1,Exterior,Sí,,,,,,,,,"$1,400,000","$1,277,179","$29,787","$28,298","$27,174",https://tecnocasa.mx/detalle-inmueble.php?v=28789
Tecnocasa,"Wake, Azcapotzalco",San Marcos,45,1,15,4,,1,2,1,Interior,,,,,,,,,,"$1,400,000","$1,277,179","$31,111","$29,556","$28,382",https://tecnocasa.mx/detalle-inmueble.php?v=26206
Tecnocasa,"Leonardo Da Vinci, Benito Juarez",Santa Maria Nonoalco,65,1,20,5,No,,2,1,Interior,,,,,,,,,,"$1,400,000","$1,277,179","$21,538","$20,462","$19,649",https://tecnocasa.mx/detalle-inmueble.php?v=7740
Tecnocasa,"Norte 87 B, Azcapotzalco",Del Recreo,58,1,30,6,,,2,1,Exterior,,,,,,,,,,"$1,430,000","$1,307,179","$24,655","$23,422","$22,538",https://tecnocasa.mx/detalle-inmueble.php?v=28561
Tecnocasa,"Felipe Carrillo Puerto, Miguel Hidalgo",Popotla,55,1,15,4,No,,2,1,Interior,,,,,,,,,,"$1,430,000","$1,307,179","$26,000","$24,700","$23,767",https://tecnocasa.mx/detalle-inmueble.php?v=29165
Tecnocasa,"And Sin Nombre, Coyoacan",Culhuacan CTM Seccion IX-B,50,1,,1,,1,2,1,,,,,,,,,,,"$1,450,000","$1,327,179","$29,000","$27,550","$26,544",https://tecnocasa.mx/detalle-inmueble.php?v=29103
Tecnocasa,"Av Fuentes Brotantes, Tlalpan",Fuentes Brotantes,50,1,,1,,1,2,1,Exterior,,,,,,,,,,"$1,450,000","$1,327,179","$29,000","$27,550","$26,544",https://tecnocasa.mx/detalle-inmueble.php?v=28816
Tecnocasa,"Cipres, Cuauhtemoc",Santa Maria La Ribera,65,1,20,5,,1,2,1,Exterior,,,,,,,,,,"$1,450,000","$1,327,179","$22,308","$21,192","$20,418",https://tecnocasa.mx/detalle-inmueble.php?v=28456
Tecnocasa,"Felipe Villanueva, Gustavo A. Madero",Vallejo,60,1,30,6,,1,3,1,Interior,,,,,,,,,,"$1,450,000","$1,327,179","$24,167","$22,958","$22,120",https://tecnocasa.mx/detalle-inmueble.php?v=28474
Tecnocasa,"Santiago, Iztacalco",Santiago,46,1,,1,,,1,1,Exterior,,,,,,,,,,"$1,464,750","$1,341,929","$31,842","$30,250","$29,172",https://tecnocasa.mx/detalle-inmueble.php?v=26663
Tecnocasa,"Del Punte Coporo, Atizapan De Zaragoza",Rancho Castro,75,2,30,6,,1,2,1,Interior,,Comunitario,,,,,,,,"$1,475,000","$1,352,179","$19,667","$18,683","$18,029",https://tecnocasa.mx/detalle-inmueble.php?v=28949
Tecnocasa,"Anillo Periferico, Tlalpan",Granjas Coapa,51,1,30,6,,,2,1,Interior,,,,,,,,,,"$1,480,000","$1,357,179","$29,020","$27,569","$26,611",https://tecnocasa.mx/detalle-inmueble.php?v=28050
Tecnocasa,"Acueducto, Xochimilco",Ampliacion La Noria,55,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,490,000","$1,367,179","$27,091","$25,736","$24,858",https://tecnocasa.mx/detalle-inmueble.php?v=27855
Tecnocasa,"Av Fuentes Brotantes, Tlalpan",Fuentes Brotantes,50,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,490,000","$1,367,179","$29,800","$28,310","$27,344",https://tecnocasa.mx/detalle-inmueble.php?v=27513
Tecnocasa,"Felipe Carrillo Puerto, Miguel Hidalgo",Legaria,55,1,20,5,,1,2,1,Exterior,,,,,,,,,,"$1,490,000","$1,367,179","$27,091","$25,736","$24,858",https://tecnocasa.mx/detalle-inmueble.php?v=26251
Tecnocasa,"Antonio Van Dick, Benito Juarez",Santa Maria Nonoalco,50,1,30,6,,,1,2,Exterior,,,,,,,,,,"$1,490,000","$1,367,179","$29,800","$28,310","$27,344",https://tecnocasa.mx/detalle-inmueble.php?v=27794
Tecnocasa,"Nesmel, Coyoacan",Ajusco,63,1,15,4,,,2,1,Interior,,,,,,,,,,"$1,500,000","$1,377,179","$23,810","$22,619","$21,860",https://tecnocasa.mx/detalle-inmueble.php?v=27799
Tecnocasa,"Castilla, Benito Juarez",alamos,70,2,30,6,,,2,1,Exterior,,,,,,,,,,"$1,500,000","$1,377,179","$21,429","$20,357","$19,674",https://tecnocasa.mx/detalle-inmueble.php?v=26475
Tecnocasa,"Av Cafetales, Coyoacan",Cafetales,75,2,20,5,,,3,1,Interior,,,,,,,,,,"$1,500,000","$1,377,179","$20,000","$19,000","$18,362",https://tecnocasa.mx/detalle-inmueble.php?v=26974
Tecnocasa,"3A Privada De Mariquita Sanchez, Coyoacan",Culhuacan CTM Seccion V,70,2,30,6,,1,3,1,Interior,,,,,,,,,,"$1,500,000","$1,377,179","$21,429","$20,357","$19,674",https://tecnocasa.mx/detalle-inmueble.php?v=25546
Tecnocasa,"Normandia, Benito Juarez",Del Carmen,60,1,30,6,No,,3,1,Exterior,,,,,,,,,,"$1,500,000","$1,377,179","$25,000","$23,750","$22,953",https://tecnocasa.mx/detalle-inmueble.php?v=28506
Tecnocasa,"Cantera, Tlalpan",Miguel Hidalgo 2A Seccion,60,1,30,6,,1,2,1,Interior,,,,,,,,,,"$1,500,000","$1,377,179","$25,000","$23,750","$22,953",https://tecnocasa.mx/detalle-inmueble.php?v=28105
Tecnocasa,"Viaducto Miguel Aleman, Benito Juarez",Piedad Narvarte,40,1,30,6,,,1,1,Exterior,,,,,,,,,,"$1,500,000","$1,377,179","$37,500","$35,625","$34,429",https://tecnocasa.mx/detalle-inmueble.php?v=29094
Tecnocasa,"Avenida Alfredo V Bonfil, Coyoacan",Presidentes Ejidales 1A Seccion,56,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,500,000","$1,377,179","$26,786","$25,446","$24,592",https://tecnocasa.mx/detalle-inmueble.php?v=26047
Tecnocasa,"Zaragoza, Cuauhtemoc",Santa Maria La Ribera,75,2,30,6,,1,2,1,Interior,,,,,,,,,,"$1,500,000","$1,377,179","$20,000","$19,000","$18,362",https://tecnocasa.mx/detalle-inmueble.php?v=26364
Tecnocasa,"Tenorios, Tlalpan",Tenorios,72,2,30,6,,1,3,1,,,,,,,,,,,"$1,500,000","$1,377,179","$20,833","$19,792","$19,127",https://tecnocasa.mx/detalle-inmueble.php?v=29291
Tecnocasa,"Aldana, Azcapotzalco",Tlatilco,55,1,5,2,,1,2,1,Exterior,,,,,,,,,,"$1,500,000","$1,377,179","$27,273","$25,909","$25,040",https://tecnocasa.mx/detalle-inmueble.php?v=29023
Tecnocasa,"Av Fuentes Brotantes, Tlalpan",Fuentes Brotantes,50,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,520,000","$1,397,179","$30,400","$28,880","$27,944",https://tecnocasa.mx/detalle-inmueble.php?v=28480
Tecnocasa,"Calz. La Viga, Cuauhtemoc",Paulino Navarro,60,1,15,4,Sí,2,2,2,Interior,,,,,,,,,,"$1,530,000","$1,407,179","$25,500","$24,225","$23,453",https://tecnocasa.mx/detalle-inmueble.php?v=27519
Tecnocasa,"Mario Rojas Avendano, Benito Juarez",Portales Norte,54,1,10,3,,1,2,1,Exterior,Sí,,,,,,,,,"$1,539,000","$1,416,179","$28,500","$27,075","$26,226",https://tecnocasa.mx/detalle-inmueble.php?v=28418
Tecnocasa,"Yacatas, Benito Juarez",Narvarte Poniente,36,0,30,6,,,1,1,Exterior,,,,,,,,,,"$1,540,000","$1,417,179","$42,778","$40,639","$39,366",https://tecnocasa.mx/detalle-inmueble.php?v=28992
Tecnocasa,"Dr. Barajas Lozano, Cuauhtemoc",Buenos Aires,47,1,10,3,Sí,1,2,1,Interior,,Comunitario,,,,,,,,"$1,550,000","$1,427,179","$32,979","$31,330","$30,366",https://tecnocasa.mx/detalle-inmueble.php?v=26220
Tecnocasa,"Doctor Vertiz, Benito Juarez",Piedad Narvarte,43,1,30,6,,,1,1,Interior,,,,,,,,,,"$1,550,000","$1,427,179","$36,047","$34,244","$33,190",https://tecnocasa.mx/detalle-inmueble.php?v=28517
Tecnocasa,"Dr. Atl, Cuauhtemoc",Santa Maria La Ribera,57,1,20,5,,,2,1,Interior,,,,,,,,,,"$1,550,000","$1,427,179","$27,193","$25,833","$25,038",https://tecnocasa.mx/detalle-inmueble.php?v=29236
Tecnocasa,"Manuela Canizares, Coyoacan",Culhuacan CTM Seccion VI,77,2,30,6,,1,3,1,Exterior,,,,,,,,,,"$1,580,000","$1,457,179","$20,519","$19,494","$18,924",https://tecnocasa.mx/detalle-inmueble.php?v=27134
Tecnocasa,"Fernando De Alva Ixtlilxochitl, Cuauhtemoc",Obrera,45,1,5,2,Sí,1,2,1,Interior,,,,,,,,,,"$1,580,000","$1,457,179","$35,111","$33,356","$32,382",https://tecnocasa.mx/detalle-inmueble.php?v=29137
Tecnocasa,"Av. Escuela Naval Militar, Coyoacan",Ex-Ejido De San Francisco Culhuacan,60,1,30,6,,1,2,1,Exterior,,,,,,,,,,"$1,590,000","$1,467,179","$26,500","$25,175","$24,453",https://tecnocasa.mx/detalle-inmueble.php?v=27594
Tecnocasa,"Heroes  De Nacozari, Venustiano Carranza",Penitenciaria,91,3,30,6,,1,3,1,Exterior,,,,,,,,,,"$1,590,000","$1,467,179","$17,473","$16,599","$16,123",https://tecnocasa.mx/detalle-inmueble.php?v=23755
Tecnocasa,"Anillo Periferico, Tlalpan",Granjas Coapa,51,1,,1,,,2,1,Interior,,,,,,,,,,"$1,600,000","$1,477,179","$31,373","$29,804","$28,964",https://tecnocasa.mx/detalle-inmueble.php?v=27938
Tecnocasa,"Campesinos, Iztapalapa",Granjas Esmeralda,87,2,30,6,,1,3,1,Interior,,,,,,,,,,"$1,600,000","$1,477,179","$18,391","$17,471","$16,979",https://tecnocasa.mx/detalle-inmueble.php?v=27382
Tecnocasa,"Miguel Laurent, Benito Juarez",Letran Valle,51,1,30,6,Sí,,1,1,Exterior,Sí,,,,,,,,,"$1,600,000","$1,477,179","$31,373","$29,804","$28,964",https://tecnocasa.mx/detalle-inmueble.php?v=28382
Tecnocasa,"Av 11, Iztapalapa",Lomas Estrella,100,3,30,6,,,3,3,Interior,,,,,,,,,,"$1,600,000","$1,477,179","$16,000","$15,200","$14,772",https://tecnocasa.mx/detalle-inmueble.php?v=27486
Tecnocasa,"Oriente 32, Venustiano Carranza",Merced Balbuena,60,1,5,2,Sí,1,2,1,Exterior,Sí,,,,,,,,,"$1,600,000","$1,477,179","$26,667","$25,333","$24,620",https://tecnocasa.mx/detalle-inmueble.php?v=26715
Tecnocasa,"Pampas, Benito Juarez",Moderna,50,1,30,6,,,2,1,Interior,,,,,,,,,,"$1,600,000","$1,477,179","$32,000","$30,400","$29,544",https://tecnocasa.mx/detalle-inmueble.php?v=28692
Tecnocasa,"Cjon. De Romita, Cuauhtemoc",Roma Norte,47,1,30,6,,,2,1,Interior,,,,,,,,,,"$1,600,000","$1,477,179","$34,043","$32,340","$31,429",https://tecnocasa.mx/detalle-inmueble.php?v=28656
Tecnocasa,"Dvorak, Gustavo A. Madero",Vallejo,56,1,30,6,,1,2,1,Interior,,,,,,,,,,"$1,600,000","$1,477,179","$28,571","$27,143","$26,378",https://tecnocasa.mx/detalle-inmueble.php?v=27974
Tecnocasa,"Fray Juan De Torquemada, Cuauhtemoc",Obrera,75,2,30,6,,,2,1,Exterior,Sí,,,,,,,,,"$1,630,000","$1,507,179","$21,733","$20,647","$20,096",https://tecnocasa.mx/detalle-inmueble.php?v=27085
Tecnocasa,"Av. Tlahuac, Iztapalapa",Cerro De La Estrella,81,2,20,5,,1,3,1,Exterior,,,,,,,,,,"$1,650,000","$1,527,179","$20,370","$19,352","$18,854",https://tecnocasa.mx/detalle-inmueble.php?v=28884
Tecnocasa,"Anillo Periferico, Tlalpan",Granjas Coapa,51,1,,1,,1,2,1,Exterior,,,,,,,,,,"$1,650,000","$1,527,179","$32,353","$30,735","$29,945",https://tecnocasa.mx/detalle-inmueble.php?v=27670
Tecnocasa,"Francisco Pimentel, Cuauhtemoc",San Rafael,58,1,15,4,,,2,1,Interior,,,,,,,,,,"$1,650,000","$1,527,179","$28,448","$27,026","$26,331",https://tecnocasa.mx/detalle-inmueble.php?v=26931
Tecnocasa,"Tenorios, Tlalpan",Tenorios,85,2,20,5,,1,3,2,Interior,,,,,,,,,,"$1,650,000","$1,527,179","$19,412","$18,441","$17,967",https://tecnocasa.mx/detalle-inmueble.php?v=28829
Tecnocasa,"Av. Rio Churubusco, Iztapalapa",Aculco,72,2,20,5,,1,2,1,Exterior,,,,,,,,,,"$1,680,000","$1,557,179","$23,333","$22,167","$21,627",https://tecnocasa.mx/detalle-inmueble.php?v=27064
Tecnocasa,"Pimas, Tlalpan",Pedregal De Las aguilas,86,2,20,5,,,3,1,Exterior,,,,,,,,,,"$1,690,000","$1,567,179","$19,651","$18,669","$18,223",https://tecnocasa.mx/detalle-inmueble.php?v=26548
Tecnocasa,"Saratoga, Benito Juarez",Portales Sur,55,1,30,6,,1,2,1,Interior,,,,,,,,,,"$1,690,000","$1,567,179","$30,727","$29,191","$28,494",https://tecnocasa.mx/detalle-inmueble.php?v=27839
Tecnocasa,"Tlalpan, Coyoacan",Pueblo De Santa ursula Coapa,97,3,30,6,,1,3,2,Interior,,,,,,,,,,"$1,690,000","$1,567,179","$17,423","$16,552","$16,156",https://tecnocasa.mx/detalle-inmueble.php?v=28253
Tecnocasa,"Rafael Solana Verduguillo, Benito Juarez",San Simon Ticumac,55,1,15,4,,1,2,1,Exterior,,,,,,,,,,"$1,690,000","$1,567,179","$30,727","$29,191","$28,494",https://tecnocasa.mx/detalle-inmueble.php?v=29244
Tecnocasa,"Calle Ignacio Zaragoza, Naucalpan De Juarez",Cumbres De San Mateo,96,3,10,3,,2,2,2,Exterior,,Comunitario,,,,,,,,"$1,699,000","$1,576,179","$17,698","$16,813","$16,419",https://tecnocasa.mx/detalle-inmueble.php?v=27747
