Base,Dirección,Colonia,m2,Clasif.,Antigüedad,Clasif.,Elev,Est,Rec,Bañ,"Interior 
Exteriror",Balcón,Roof privado/ Patio interior,m2 Roof privado/ Patio interior,Amenidades,Bodega,Cuarto de servicio,Jaula de tendido,Seguridad,Costo Mantenimiento,Precio de venta,Sin Estacionamiento,$/m2,$/m2 (-5%),$/m2 sin est,Link
CK Leads,Av. Insurgentes sur ,Condesa,92,3,1,1,,2,,,,,,,,,,,,,"$6,807,000","$6,607,000","$73,989","$70,290","$71,815",
CK Leads,Anaxagoras,Piedad Narvarte,100,3,1,1,,2,,,,,,,,,,,,,"$4,500,000","$4,300,000","$45,000","$42,750","$43,000",
CK Leads,Torres bulevares ,Barrientos,110,3,1,1,,2,,,,,,,,,,,,,"$2,574,190","$2,374,190","$23,402","$22,232","$21,584",
CK Leads,Bajío,Roma Sur,111,3,1,1,,2,,,,,,,,,,,,,"$6,870,000","$6,670,000","$61,892","$58,797","$60,090",
CK Leads,Avenida el Bordo ,Pueblo de Santa ursula Coapa,115,3,1,1,,2,,,,,,,,,,,,,"$4,985,587","$4,785,587","$43,353","$41,185","$41,614",
CK Leads,Manuel López Cotilla ,Del Valle Centro,117,3,1,1,,2,,,,,,,,,,,,,"$9,369,500","$9,169,500","$80,081","$76,077","$78,372",
CK Leads,Pitágoras,Narvarte Oriente,118,3,1,1,,2,,,,,,,,,,,,,"$6,200,460","$6,000,460","$52,546","$49,919","$50,851",
CK Leads,General  Salvador Alvarado,Escandon I Seccion,132,4,1,1,,2,,,,,,,,,,,,,"$5,400,000","$5,200,000","$40,909","$38,864","$39,394",
CK Leads,Adolfo Prieto,Del Valle Centro,147,4,1,1,,2,,,,,,,,,,,,,"$8,215,000","$8,015,000","$55,884","$53,090","$54,524",
CK Leads,Blas Pascal ,Polanco I Seccion,189,0,1,1,,2,,,,,,,,,,,,,"$16,100,000","$15,900,000","$85,185","$80,926","$84,127",
CK Leads,Augusto Rodin,Napoles,77,2,1,1,,2,,,,,,,,,,,,,"$3,850,000","$3,650,000","$50,000","$47,500","$47,403",
CK Leads,Lago Andromaco,Ampliacion Granada,81,2,1,1,,2,,,,,,,,,,,,,"$5,365,800","$5,165,800","$66,244","$62,932","$63,775",
CK Leads,Magdalena,Del Valle Centro,87,2,1,1,,2,,,,,,,,,,,,,"$4,651,000","$4,451,000","$53,460","$50,787","$51,161",
CK Leads,Cuahutemoc ,Letran Valle,94,3,1,1,,2,,,,,,,,,,,,,"$4,990,000","$4,790,000","$53,085","$50,431","$50,957",
CK Leads,Prolongación Centenario,Las aguilas 1a Seccion,112,3,1,1,,2,,,,,,,,,,,,,"$6,850,000","$6,650,000","$61,161","$58,103","$59,375",
CK Leads,Palenque,Narvarte Oriente,119,3,1,1,,2,,,,,,,,,,,,,"$6,390,000","$6,190,000","$53,697","$51,013","$52,017",
CK Leads,Tejocotes,Del Valle Centro,125,3,1,1,,2,,,,,,,,,,,,,"$7,413,200","$7,213,200","$59,306","$56,340","$57,706",
CK Leads,Yacatas,Narvarte Poniente,125,3,1,1,,2,,,,,,,,,,,,,"$5,990,000","$5,790,000","$47,920","$45,524","$46,320",
CK Leads,Yacatas ,Narvarte Poniente,125,3,1,1,,2,,,,,,,,,,,,,"$5,990,000","$5,790,000","$47,920","$45,524","$46,320",
CK Leads,Comercio,Escandon II Seccion,140,4,1,1,,2,,,,,,,,,,,,,"$5,300,000","$5,100,000","$37,857","$35,964","$36,429",
CK Leads,Yacatas ,Narvarte Poniente,150,4,1,1,,2,,,,,,,,,,,,,"$7,950,000","$7,750,000","$53,000","$50,350","$51,667",
CK Leads,Calle Arquímedes,Polanco,162,4,1,1,,2,,,,,,,,,,,,,"$12,738,000","$12,538,000","$78,630","$74,698","$77,395",
CK Leads,Schiller,Polanco,164,4,1,1,,2,,,,,,,,,,,,,"$15,700,000","$15,500,000","$95,732","$90,945","$94,512",
CK Leads,Schiller,Polanco,176,0,1,1,,2,,,,,,,,,,,,,"$18,000,000","$17,800,000","$102,273","$97,159","$101,136",
CK Leads,Campeche ,Hipodromo Condesa,188,0,1,1,,2,,,,,,,,,,,,,"$14,700,000","$14,500,000","$78,191","$74,282","$77,128",
CK Leads,Zacatecas,Roma Norte,200,0,1,1,,2,,,,,,,,,,,,,"$14,700,000","$14,500,000","$73,500","$69,825","$72,500",
CK Leads,Av. Division del Norte,Parque San Andres,60,1,2,1,,2,,,,,,,,,,,,,"$3,592,900","$3,392,900","$59,882","$56,888","$56,548",
CK Leads,Queretaro,Roma Norte,71,2,2,1,,2,,,,,,,,,,,,,"$5,800,000","$5,600,000","$81,690","$77,606","$78,873",
CK Leads,Av San Antonio,Carola,74,2,2,1,,2,,,,,,,,,,,,,"$3,200,000","$3,000,000","$43,243","$41,081","$40,541",
CK Leads,San Antonio,Napoles,93,3,2,1,,2,,,,,,,,,,,,,"$5,595,000","$5,395,000","$60,161","$57,153","$58,011",
CK Leads,Río Niagara ,Juarez,103,3,2,1,,2,,,,,,,,,,,,,"$7,800,000","$7,600,000","$75,728","$71,942","$73,786",
CK Leads,Pirineos,Santa Cruz Atoyac,177,0,2,1,,2,,,,,,,,,,,,,"$5,850,000","$5,650,000","$33,051","$31,398","$31,921",
CK Leads,Cholula,Roma Norte,238,0,2,1,,2,,,,,,,,,,,,,"$14,600,000","$14,400,000","$61,345","$58,277","$60,504",
CK Leads,Desierto de los Leones,Tetelpan,77,2,3,2,,2,,,,,,,,,,,,,"$4,409,900","$4,209,900","$57,271","$54,408","$54,674",
CK Leads,Rómulo O'Farrill ,Progreso Tizapan,80,2,3,2,,2,,,,,,,,,,,,,"$3,600,000","$3,400,000","$45,000","$42,750","$42,500",
CK Leads,Félix Cuevas,Del Valle Centro,82,2,3,2,,2,,,,,,,,,,,,,"$4,800,000","$4,600,000","$58,537","$55,610","$56,098",
CK Leads,Laguna de Mayran,Anahuac,88,2,3,2,,2,,,,,,,,,,,,,"$4,680,000","$4,480,000","$53,182","$50,523","$50,909",
CK Leads,Alfonso Reyes,Condesa,92,3,3,2,,2,,,,,,,,,,,,,"$7,831,000","$7,631,000","$85,120","$80,864","$82,946",
CK Leads,Agustín González de Cossio,Del Valle Centro,93,3,3,2,,2,,,,,,,,,,,,,"$7,446,000","$7,246,000","$80,065","$76,061","$77,914",
CK Leads,Quinatana Roo,Roma Sur,95,3,3,2,,2,,,,,,,,,,,,,"$7,661,000","$7,461,000","$80,642","$76,610","$78,537",
CK Leads,Quintana Roo,Roma Sur,95,3,3,2,,2,,,,,,,,,,,,,"$5,600,000","$5,400,000","$58,947","$56,000","$56,842",
CK Leads,Miguel Laurent,Portales Norte,98,3,3,2,,2,,,,,,,,,,,,,"$5,200,000","$5,000,000","$53,061","$50,408","$51,020",
CK Leads,Parroquia,Del Valle Sur,100,3,3,2,,2,,,,,,,,,,,,,"$5,250,000","$5,050,000","$52,500","$49,875","$50,500",
CK Leads,Icon Condesa,Hipodromo Condesa,102,3,3,2,,2,,,,,,,,,,,,,"$7,100,000","$6,900,000","$69,608","$66,127","$67,647",
CK Leads,Av Porfirio Díaz,Del Valle Centro,106,3,3,2,,2,,,,,,,,,,,,,"$7,582,800","$7,382,800","$71,536","$67,959","$69,649",
CK Leads,Av Porfirio Díaz,Del Valle Centro,106,3,3,2,,2,,,,,,,,,,,,,"$7,582,800","$7,382,800","$71,536","$67,959","$69,649",
CK Leads,Enrique Pestalozzi,Narvarte Poniente,115,3,3,2,,2,,,,,,,,,,,,,"$5,720,000","$5,520,000","$49,739","$47,252","$48,000",
CK Leads,Socrates,Polanco,205,0,3,2,,2,,,,,,,,,,,,,"$14,100,000","$13,900,000","$68,780","$65,341","$67,805",
CK Leads,Nicolás San Juan ,Del Valle Centro,210,0,3,2,,2,,,,,,,,,,,,,"$6,250,000","$6,050,000","$29,762","$28,274","$28,810",
CK Leads,Av Coyoacan,Del Valle Centro,230,0,3,2,,2,,,,,,,,,,,,,"$7,200,000","$7,000,000","$31,304","$29,739","$30,435",
CK Leads, Fernando Montes de Oca,Condesa,102,3,4,2,,2,,,,,,,,,,,,,"$6,033,000","$5,833,000","$59,147","$56,190","$57,186",
CK Leads,Tlacotalpan,Roma Sur,103,3,4,2,,2,,,,,,,,,,,,,"$7,030,000","$6,830,000","$68,252","$64,840","$66,311",
CK Leads,Rio Danubio,Cuauhtemoc,106,3,4,2,,2,,,,,,,,,,,,,"$5,450,000","$5,250,000","$51,415","$48,844","$49,528",
CK Leads,Camino real de minas,Tetelpan,112,3,4,2,,2,,,,,,,,,,,,,"$4,628,534","$4,428,534","$41,326","$39,260","$39,540",
CK Leads,Amores,Del Valle Centro,125,3,4,2,,2,,,,,,,,,,,,,"$6,979,000","$6,779,000","$55,832","$53,040","$54,232",
CK Leads,Av. Cobalto,Lomas del Pedregal Framboyanes,173,0,4,2,,2,,,,,,,,,,,,,"$9,400,000","$9,200,000","$54,335","$51,618","$53,179",
CK Leads,Lucas Giordano ,Mixcoac,90,2,5,2,,2,,,,,,,,,,,,,"$4,000,000","$3,800,000","$44,444","$42,222","$42,222",
CK Leads,Callejón de la Cruz ,Lomas de Memetla,130,3,5,2,,2,,,,,,,,,,,,,"$6,800,000","$6,600,000","$52,308","$49,692","$50,769",
CK Leads,Prolongación Paseo de la Reforma,Santa Fe,60,1,6,3,,2,,,,,,,,,,,,,"$3,650,000","$3,450,000","$60,833","$57,792","$57,500",
CK Leads,Laguna de Mayran,Anahuac,82,2,6,3,,2,,,,,,,,,,,,,"$4,250,000","$4,050,000","$51,829","$49,238","$49,390",
CK Leads,Av central,Carola,87,2,6,3,,2,,,,,,,,,,,,,"$3,800,000","$3,600,000","$43,678","$41,494","$41,379",
CK Leads,Calle La Morena ,Del Valle Centro,115,3,6,3,,2,,,,,,,,,,,,,"$5,900,000","$5,700,000","$51,304","$48,739","$49,565",
CK Leads,Prolongacion Paseo de la Reforma,Santa Fe,85,2,7,3,,2,,,,,,,,,,,,,"$4,300,000","$4,100,000","$50,588","$48,059","$48,235",
CK Leads,Ferrocarril cuernavaca,Ampliacion Granada,120,3,8,3,,2,,,,,,,,,,,,,"$7,500,000","$7,300,000","$62,500","$59,375","$60,833",
CK Leads,Ferrocarril cuernavaca,Ampliacion Granada,120,3,8,3,,2,,,,,,,,,,,,,"$7,500,000","$7,300,000","$62,500","$59,375","$60,833",
CK Leads,Patricio Sanz ,Del Valle Centro,115,3,10,3,,2,,,,,,,,,,,,,"$5,500,000","$5,300,000","$47,826","$45,435","$46,087",
CK Leads,Cerrada Andrea del Castagno,Santa Maria Nonoalco,65,1,11,4,,2,,,,,,,,,,,,,"$2,800,000","$2,600,000","$43,077","$40,923","$40,000",
CK Leads,Laguna de Mayran,Ahuehuetes Anahuac,68,2,11,4,,2,,,,,,,,,,,,,"$4,150,000","$3,950,000","$61,029","$57,978","$58,088",
CK Leads,Avenida Javier Barros Sierra ,Santa Fe,169,4,11,4,,2,,,,,,,,,,,,,"$8,500,000","$8,300,000","$50,296","$47,781","$49,112",
CK Leads,Lamartine,Polanco,175,0,11,4,,2,,,,,,,,,,,,,"$12,450,000","$12,250,000","$71,143","$67,586","$70,000",
CK Leads,Yucatán ,Roma Norte,85,2,12,4,,2,,,,,,,,,,,,,"$3,995,000","$3,795,000","$47,000","$44,650","$44,647",
CK Leads,Suderman ,Polanco,155,4,12,4,,2,,,,,,,,,,,,,"$11,900,000","$11,700,000","$76,774","$72,935","$75,484",
CK Leads,Martín Mendalde ,Del Valle Centro,128,3,13,4,,2,,,,,,,,,,,,,"$5,945,000","$5,745,000","$46,445","$44,123","$44,883",
CK Leads,Hacienda del ciervo ,Hacienda de las Palmas,160,4,15,4,,2,,,,,,,,,,,,,"$5,800,000","$5,600,000","$36,250","$34,438","$35,000",
CK Leads,Avenida Jesús del Monte 268,Jesus del Monte,173,0,15,4,,2,,,,,,,,,,,,,"$5,100,000","$4,900,000","$29,480","$28,006","$28,324",
CK Leads,Zacatecas,Roma Norte,90,2,16,5,,2,,,,,,,,,,,,,"$4,495,000","$4,295,000","$49,944","$47,447","$47,722",
CK Leads,Xochicalco,Narvarte Oriente,83,2,17,5,,2,,,,,,,,,,,,,"$3,795,000","$3,595,000","$45,723","$43,437","$43,313",
CK Leads,Bruno Traven,General Pedro Maria Anaya,240,0,21,6,,2,,,,,,,,,,,,,"$6,200,000","$6,000,000","$25,833","$24,542","$25,000",
CK Leads,Angel Urraza,Vertiz Narvarte,110,3,22,6,,2,,,,,,,,,,,,,"$4,700,000","$4,500,000","$42,727","$40,591","$40,909",
CK Leads,Diagonal San Antonio,Ciudad de los Deportes,225,0,26,6,,2,,,,,,,,,,,,,"$7,500,000","$7,300,000","$33,333","$31,667","$32,444",
CK Leads,Hipólito Taine,Polanco,232,0,31,7,,2,,,,,,,,,,,,,"$17,000,000","$16,800,000","$73,276","$69,612","$72,414",
CK Leads,Javier Barros Sierra ,Santa Fe,147,4,33,7,,2,,,,,,,,,,,,,"$8,000,000","$7,800,000","$54,422","$51,701","$53,061",
CK Leads,Javier Barros Sierra ,Bejero del Pueblo Santa Fe,147,4,33,7,,2,,,,,,,,,,,,,"$8,000,000","$7,800,000","$54,422","$51,701","$53,061",
CK Leads,Rosedal,Lomas de Chapultepec,203,0,33,7,,2,,,,,,,,,,,,,"$10,500,000","$10,300,000","$51,724","$49,138","$50,739",
CK Leads,Rosedal,Lomas de Chapultepec,203,0,33,7,,2,,,,,,,,,,,,,"$10,500,000","$10,300,000","$51,724","$49,138","$50,739",
CK Leads,Providencia,Del Valle Centro,110,3,40,7,,2,,,,,,,,,,,,,"$4,300,000","$4,100,000","$39,091","$37,136","$37,273",
CK Leads,Nápoles,Juarez,117,3,40,7,,2,,,,,,,,,,,,,"$12,800,000","$12,600,000","$109,402","$103,932","$107,692",
CK Leads,Amsterdam ,Hipodromo Condesa,184,0,46,7,,2,,,,,,,,,,,,,"$11,990,000","$11,790,000","$65,163","$61,905","$64,076",
CK Leads,Cofre de Perote ,Lomas de Chapultepec,190,0,51,8,,2,,,,,,,,,,,,,"$8,500,000","$8,300,000","$44,737","$42,500","$43,684",
CK Leads,Av Porfirio Díaz,Del Valle Centro,243,0,54,8,,2,,,,,,,,,,,,,"$8,000,000","$7,800,000","$32,922","$31,276","$32,099",
CK Leads,Alfonso Reyes,Hipodromo Condesa,176,0,61,8,,2,,,,,,,,,,,,,"$10,090,000","$9,890,000","$57,330","$54,463","$56,193",
CK Leads,Barranca del muerto ,San Jose Insurgentes,60,1,1,1,,2,,,,,,,,,,,,,"$5,617,500","$5,417,500","$93,625","$88,944","$90,292",
CK Leads,Repúblicas ,Portales Norte,66,2,1,1,,2,,,,,,,,,,,,,"$3,146,500","$2,946,500","$47,674","$45,291","$44,644",
CK Leads,Av. Coyoacán ,Del Valle Centro,67,2,1,1,,2,,,,,,,,,,,,,"$4,773,737","$4,573,737","$71,250","$67,687","$68,265",
CK Leads,Calzada de la Virgen ,Culhuacan,70,2,1,1,,2,,,,,,,,,,,,,"$3,312,000","$3,112,000","$47,314","$44,949","$44,457",
CK Leads,Simón Bolivar ,alamos,73,2,1,1,,2,,,,,,,,,,,,,"$3,766,262","$3,566,262","$51,593","$49,013","$48,853",
CK Leads,Lago Hielmar,Modelo Pensil,75,2,1,1,,2,,,,,,,,,,,,,"$4,500,000","$4,300,000","$60,000","$57,000","$57,333",
CK Leads,Illinois ,Ciudad de los Deportes,80,2,1,1,,2,,,,,,,,,,,,,"$4,784,300","$4,584,300","$59,804","$56,814","$57,304",
CK Leads,Patriotismo,Mixcoac,80,2,1,1,,2,,,,,,,,,,,,,"$4,990,000","$4,790,000","$62,375","$59,256","$59,875",
CK Leads,Anillo Periferico,Pedregal de Carrasco,86,2,1,1,,2,,,,,,,,,,,,,"$3,950,000","$3,750,000","$45,930","$43,634","$43,605",
CK Leads,Periferico Sur ,Tizapan,88,2,1,1,,2,,,,,,,,,,,,,"$4,250,000","$4,050,000","$48,295","$45,881","$46,023",
CK Leads,Avenida Coyoacan,Del Valle Centro,89,2,1,1,,2,,,,,,,,,,,,,"$4,800,000","$4,600,000","$53,933","$51,236","$51,685",
CK Leads,Buen suceso ,Loma del Carmen,90,2,1,1,,2,,,,,,,,,,,,,"$2,750,000","$2,550,000","$30,556","$29,028","$28,333",
CK Leads,Amores ,Del Valle Centro,91,3,1,1,,2,,,,,,,,,,,,,"$5,250,000","$5,050,000","$57,692","$54,808","$55,495",
CK Leads,Cadereyta,Hipodromo Condesa,92,3,1,1,,2,,,,,,,,,,,,,"$6,335,186","$6,135,186","$68,861","$65,418","$66,687",
CK Leads,Eugenia,Del Valle Centro,92,3,1,1,,2,,,,,,,,,,,,,"$8,450,750","$8,250,750","$91,856","$87,263","$89,682",
CK Leads,Gabriel Mancera ,Del Valle Norte,107,3,1,1,,2,,,,,,,,,,,,,"$5,082,500","$4,882,500","$47,500","$45,125","$45,631",
CK Leads,San Isidro ,Ampliacion Petrolera,108,3,1,1,,2,,,,,,,,,,,,,"$3,800,000","$3,600,000","$35,185","$33,426","$33,333",
CK Leads,Casas Grandes,Narvarte Oriente,109,3,1,1,,2,,,,,,,,,,,,,"$4,782,000","$4,582,000","$43,872","$41,678","$42,037",
CK Leads,Av. Popocatépetl,Santa Cruz Atoyac,110,3,1,1,,2,,,,,,,,,,,,,"$5,000,000","$4,800,000","$45,455","$43,182","$43,636",
CK Leads,Bajío,Roma Norte,112,3,1,1,,2,,,,,,,,,,,,,"$6,250,000","$6,050,000","$55,804","$53,013","$54,018",
CK Leads,Fragonard,San Juan,113,3,1,1,,2,,,,,,,,,,,,,"$5,300,000","$5,100,000","$46,903","$44,558","$45,133",
CK Leads,Tabasco,Mexico Nuevo,118,3,1,1,,2,,,,,,,,,,,,,"$3,249,000","$3,049,000","$27,534","$26,157","$25,839",
CK Leads,Eugenia ,Del Valle Centro,120,3,1,1,,2,,,,,,,,,,,,,"$8,405,750","$8,205,750","$70,048","$66,546","$68,381",
CK Leads,Molino,Santa Fe Cuajimalpa,120,3,1,1,,2,,,,,,,,,,,,,"$6,600,000","$6,400,000","$55,000","$52,250","$53,333",
CK Leads,Prolongacion Paseo de la Reforma,Santa Fe,128,3,1,1,,2,,,,,,,,,,,,,"$9,000,000","$8,800,000","$70,313","$66,797","$68,750",
CK Leads,Azalea,Las Colonias,130,3,1,1,,2,,,,,,,,,,,,,"$2,750,000","$2,550,000","$21,154","$20,096","$19,615",
CK Leads,Jose María Velazco,San Jose Insurgentes,158,4,1,1,,2,,,,,,,,,,,,,"$8,000,000","$7,800,000","$50,633","$48,101","$49,367",
CK Leads,Adolfo Prieto,Del Valle Norte,188,0,1,1,,2,,,,,,,,,,,,,"$5,829,130","$5,629,130","$31,006","$29,456","$29,942",
CK Leads,Fragonard,San Juan,226,0,1,1,,2,,,,,,,,,,,,,"$7,400,000","$7,200,000","$32,743","$31,106","$31,858",
CK Leads,Contadero ,1° de Mayo,325,0,1,1,,3,,,,,,,,,,,,,"$20,250,000","$20,050,000","$62,308","$59,192","$61,692",
CK Leads,Framboyanes,La Mancha III,400,0,1,1,,3,,,,,,,,,,,,,"$9,650,000","$9,450,000","$24,125","$22,919","$23,625",
CK Leads,Rubén Darío,Polanco,274,0,5,2,,3,,,,,,,,,,,,,"$26,622,000","$26,422,000","$97,161","$92,303","$96,431",
CK Leads,Veracruz,Condesa,240,0,6,3,,3,,,,,,,,,,,,,"$10,500,000","$10,300,000","$43,750","$41,563","$42,917",
CK Leads,Legaria,Legaria,97,3,12,4,,3,,,,,,,,,,,,,"$3,675,000","$3,475,000","$37,887","$35,992","$35,825",
CK Leads,Bosques de la Reforma,Bosques de las Lomas,356,0,16,5,,3,,,,,,,,,,,,,"$13,000,000","$12,800,000","$36,517","$34,691","$35,955",
CK Leads,Calle Bosque de Cidros,Bosques de las Lomas,420,0,19,5,,3,,,,,,,,,,,,,"$18,000,000","$17,800,000","$42,857","$40,714","$42,381",
CK Leads,Avenida Toluca,Olivar de los Padres,130,3,21,6,,3,,,,,,,,,,,,,"$4,600,000","$4,400,000","$35,385","$33,615","$33,846",
CK Leads,Paseo de los Laureles ,Lomas de Vista Hermosa,305,0,21,6,,3,,,,,,,,,,,,,"$13,900,000","$13,700,000","$45,574","$43,295","$44,918",
CK Leads,Prolongación Bosques de Reforma ,Lomas de Vista Hermosa,310,0,33,7,,3,,,,,,,,,,,,,"$12,890,000","$12,690,000","$41,581","$39,502","$40,935",
CK Leads,Prolongación Bosques de Reforma ,Lomas de Vista Hermosa,310,0,33,7,,3,,,,,,,,,,,,,"$12,890,000","$12,690,000","$41,581","$39,502","$40,935",
CK Leads,Secretaría de Marina ,Lomas de Vista Hermosa,463,0,33,7,,3,,,,,,,,,,,,,"$22,000,000","$21,800,000","$47,516","$45,140","$47,084",
CK Leads,Ruben Dario,Polanco,335,0,41,7,,3,,,,,,,,,,,,,"$2,750,000","$2,550,000","$8,209","$7,799","$7,612",
CK Leads,Vasco Quiroga,Santa Fe Cuajimalpa,232,0,1,1,,3,,,,,,,,,,,,,"$11,200,000","$11,000,000","$48,276","$45,862","$47,414",
CK Leads,Prol. Av. Juárez ,Lomas de Memetla,78,2,5,2,,4,,,,,,,,,,,,,"$4,300,000","$4,100,000","$55,128","$52,372","$52,564",
CK Leads,Prol. Av. Juárez ,Lomas de Memetla,98,3,5,2,,4,,,,,,,,,,,,,"$4,300,000","$4,100,000","$43,878","$41,684","$41,837",
CK Leads,Calle Galileo ,Polanco,159,4,16,5,,4,,,,,,,,,,,,,"$13,250,000","$13,050,000","$83,333","$79,167","$82,075",
CK Leads,Paseo de los Laureles,Lomas de Vista Hermosa,305,0,20,5,,6,,,,,,,,,,,,,"$13,900,000","$13,700,000","$45,574","$43,295","$44,918",
CK Leads,Zoltan Kodaly ,San Simon Tolnahuac,58,1,1,1,,0,,,,,,,,,,,,,"$1,870,312","$1,670,312","$32,247","$30,634","$28,798",
CK Leads,Juan José Eguiara,Viaducto Piedad,87,2,1,1,,0,,,,,,,,,,,,,"$2,423,090","$2,223,090","$27,852","$26,459","$25,553",
CK Leads,Av. Popocatépetl,Xoco,87,2,1,1,,0,,,,,,,,,,,,,"$4,875,300","$4,675,300","$56,038","$53,236","$53,739",
CK Leads,Puente La Morena,Escandon I Seccion,95,3,1,1,,0,,,,,,,,,,,,,"$3,580,000","$3,380,000","$37,684","$35,800","$35,579",
CK Leads,Calzada de Tlapan,San Simon Ticumac,121,3,1,1,,0,,,,,,,,,,,,,"$3,943,450","$3,743,450","$32,590","$30,961","$30,938",
CK Leads,Cerro San Antonio ,Educacion,40,1,1,1,,0,,,,,,,,,,,,,"$1,290,000","$1,090,000","$32,250","$30,638","$27,250",
CK Leads,Mier y Pesado,Del Valle Centro,79,2,1,1,,0,,,,,,,,,,,,,"$5,669,500","$5,469,500","$71,766","$68,178","$69,234",
CK Leads,Romero de terreros ,Narvarte Poniente,128,3,1,1,,0,,,,,,,,,,,,,"$4,490,000","$4,290,000","$35,078","$33,324","$33,516",
CK Leads,Romero de terreros ,Narvarte Poniente,128,3,1,1,,0,,,,,,,,,,,,,"$4,490,000","$4,290,000","$35,078","$33,324","$33,516",
CK Leads,Cuauhtémoc,Narvarte Poniente,63,1,2,1,,0,,,,,,,,,,,,,"$3,117,000","$2,917,000","$49,476","$47,002","$46,302",
CK Leads,Shakespeare,Anzures,77,2,2,1,,0,,,,,,,,,,,,,"$7,446,000","$7,246,000","$96,701","$91,866","$94,104",
CK Leads,Amores,Del Valle Centro,125,3,4,2,,0,,,,,,,,,,,,,"$6,979,000","$6,779,000","$55,832","$53,040","$54,232",
CK Leads,Edgar Allan Poe ,Polanco III Seccion,180,0,4,2,,0,,,,,,,,,,,,,"$27,000,000","$26,800,000","$150,000","$142,500","$148,889",
CK Leads,Calzada de Tlalpan,El Reloj,139,4,5,2,,0,,,,,,,,,,,,,"$5,950,000","$5,750,000","$42,806","$40,665","$41,367",
CK Leads,Salamanca,Roma Norte,63,1,9,3,,0,,,,,,,,,,,,,"$3,350,000","$3,150,000","$53,175","$50,516","$50,000",
CK Leads,Detroit,Nochebuena,102,3,14,4,,0,,,,,,,,,,,,,"$4,550,000","$4,350,000","$44,608","$42,377","$42,647",
CK Leads,Sal Luis Potosí ,Roma Norte,60,1,15,4,,0,,,,,,,,,,,,,"$3,200,000","$3,000,000","$53,333","$50,667","$50,000",
CK Leads,Paseo de los Laureles,Lomas de Vista Hermosa,305,0,20,5,,0,,,,,,,,,,,,,"$13,900,000","$13,700,000","$45,574","$43,295","$44,918",
CK Leads,Río Nilo ,Cuauhtemoc,48,1,31,7,,0,,,,,,,,,,,,,"$2,695,000","$2,495,000","$56,146","$53,339","$51,979",
CK Leads,Magnolia,Guerrero,55,1,33,7,,0,,,,,,,,,,,,,"$1,250,000","$1,050,000","$22,727","$21,591","$19,091",
CK Leads,Avenida Ejercito Nacional,Anzures,60,1,33,7,,0,,,,,,,,,,,,,"$3,750,000","$3,550,000","$62,500","$59,375","$59,167",
CK Leads,30 de Marzo de 1836,San Lorenzo La Cebada,120,3,33,7,,0,,,,,,,,,,,,,"$2,500,000","$2,300,000","$20,833","$19,792","$19,167",
CK Leads,"Luis Carracci 43, Insurgentes Mixcoac, Benito Juarez",San Juan,44,1,34,7,,0,,,,,,,,,,,,,"$1,480,000","$1,280,000","$33,636","$31,955","$29,091",
CK Leads,La quemada ,Narvarte Oriente,57,1,36,7,,0,,,,,,,,,,,,,"$2,595,000","$2,395,000","$45,526","$43,250","$42,018",
CK Leads,Icacos,Narvarte Oriente,140,4,40,7,,0,,,,,,,,,,,,,"$4,800,000","$4,600,000","$34,286","$32,571","$32,857",
CK Leads,Manzanillo,Roma Norte,42,1,41,7,,0,,,,,,,,,,,,,"$2,595,000","$2,395,000","$61,786","$58,696","$57,024",
CK Leads,Manzanillo,Roma Norte,42,1,41,7,,0,,,,,,,,,,,,,"$2,595,000","$2,395,000","$61,786","$58,696","$57,024",
CK Leads,Frontera ,Roma Norte,60,1,41,7,,0,,,,,,,,,,,,,"$3,595,000","$3,395,000","$59,917","$56,921","$56,583",
CK Leads,Gabriel Mancera ,Del Valle Centro,70,2,46,7,,0,,,,,,,,,,,,,"$2,895,000","$2,695,000","$41,357","$39,289","$38,500",
CK Leads,Av Coyoacan,Del Valle Norte,85,2,50,7,,0,,,,,,,,,,,,,"$2,595,000","$2,395,000","$30,529","$29,003","$28,176",
CK Leads,Aniceto Ortega ,Del Valle Centro,41,1,51,8,,0,,,,,,,,,,,,,"$2,195,000","$1,995,000","$53,537","$50,860","$48,659",
CK Leads,Ignacio Ramírez,Tabacalera,44,1,1,1,,0,,,,,,,,,,,,,"$2,910,000","$2,710,000","$66,136","$62,830","$61,591",
CK Leads,Rembrandt,Santa Maria Nonoalco,70,2,1,1,,0,,,,,,,,,,,,,"$3,550,000","$3,350,000","$50,714","$48,179","$47,857",
CK Leads,Sevilla ,Portales Norte,84,2,1,1,,0,,,,,,,,,,,,,"$3,200,000","$3,000,000","$38,095","$36,190","$35,714",
CK Leads,Miguel Saavedra ,Ampliacion Granada,87,2,1,1,,0,,,,,,,,,,,,,"$5,000,000","$4,800,000","$57,471","$54,598","$55,172",
CK Leads,Tripoli,Portales Sur,100,3,1,1,,0,,,,,,,,,,,,,"$4,500,000","$4,300,000","$45,000","$42,750","$43,000",
Tecnocasa,"Nicolas Bravo, Iztacalco",Agricola Oriental,55,1,20,5,,1,2,1,Interior,,,,,,,,,,"$1,000,000","$877,179","$18,182","$17,273","$15,949",https://tecnocasa.mx/detalle-inmueble.php?v=26423
Tecnocasa,"Calle Dr. Olvera, Cuauhtemoc",Doctores,42,1,30,6,,,1,1,Interior,,,,,,,,,,"$1,000,000","$877,179","$23,810","$22,619","$20,885",https://tecnocasa.mx/detalle-inmueble.php?v=29209
